af_id,name,organization,country,city
60071394,Hanoi University of Public Health (HUPH),"Vietnam One Health University Network (VOHUN), Hanoi University of Public Health (HUPH)",Viet Nam,Hanoi
127143229,Molinari Economic Institute,Molinari Economic Institute,France,Paris
60040796,Universidad de Buenos Aires-UBA/CONICET,"CIMA, UMI-IFAECI/CNRS, FCEyN, Universidad de Buenos Aires-UBA/CONICET",Argentina,Buenos Aires
106964670,National Health Care for the Homeless Council,National Health Care for the Homeless Council,United States,Nashville
60002484,Chelsea and Westminster Hospital,Chelsea and Westminster Hospital,United Kingdom,London
60000658,National University of Córdoba,"INFIQC-CONICET, National University of Córdoba",Argentina,Córdoba
117327772,University of Chakwal,"Department of Botany, University of Chakwal",Pakistan,Chakwal
128934038,Institute for Global Health and Development,Institute for Global Health and Development,Guinea-Bissau,Bissau
60032803,NHS Greater Glasgow and Clyde,NHS Greater Glasgow and Clyde,United Kingdom,Glasgow
128934676,Africa Europe Foundation,Africa Europe Foundation,Belgium,Brussels
60011916,Norwegian Institute of Public Health,Norwegian Institute of Public Health,Norway,Oslo
125275567,Kohelet Policy Forum,Kohelet Policy Forum,Israel,Jerusalem
60071654,Research Institute of Virology under the Ministry of Health of Uzbekistan,Research Institute of Virology under the Ministry of Health of Uzbekistan,Uzbekistan,Tashkent
112792764,Child Health Research Foundation,Child Health Research Foundation,Bangladesh,Dhaka
60069776,Center of Molecular Immunology,Center of Molecular Immunology,Cuba,La Havana
60072743,Hamad Medical Corporation,"Internal Medicine Department, Hamad Medical Corporation",Qatar,Doha
60032991,Technical University of Dortmund,Technical University of Dortmund,Germany,Dortmund
60104498,Izmir Katip Celebi University Ataturk Training and Research Hospital,"Infectious Disease Department, Izmir Katip Celebi University Ataturk Training and Research Hospital",Turkey,Izmir
60105956,Syrian Private University,"Faculty of Medicine, Syrian Private University",Syrian Arab Republic,Damascus
101601631,Jawahar Lal Nehru Memorial Hospital,"Department of Psychiatry, Jawahar Lal Nehru Memorial Hospital",India,Srinagar
60072807,Centre for Infectious Disease Research in Zambia (CIDRZ),Centre for Infectious Disease Research in Zambia (CIDRZ),Zambia,Lusaka
100845357,The Office of the Government of the Republic of Lithuania,The Office of the Government of the Republic of Lithuania,Lithuania,Vilnius
110545280,CORE Group Polio Project India,CORE Group Polio Project India,India,Delhi
107931194,Independent Consultant,Independent Consultant,Ecuador,Quito
60002242,Slovak Academy of Sciences,"Institute of Experimental Psychology, Centre of Social and Psychological Sciences, Slovak Academy of Sciences",Slovakia,Bratislava
60025059,Dublin City University,Dublin City University,Ireland,Dublin
60002306,University of Calgary,University of Calgary,Canada,Calgary
60001508,International Medical University,"Institute for Research, Development and Innovation, International Medical University",Malaysia,Kuala Lumpur
60013141,Norwegian University of Science and Technology,Norwegian University of Science and Technology,Norway,Trondheim
60072763,Aleppo University,"Faculty of Medicine, Aleppo University",Syrian Arab Republic,Aleppo
120963595,Global Health Literacy Academy,Global Health Literacy Academy,Denmark,Risskov
112585523,African Union,African Union,Ethiopia,Addis Ababa
100832204,Swiss Academies of Arts and Sciences,Swiss Academies of Arts and Sciences,Switzerland,Bern
60105479,Indraprastha Institute of Information Technology,Indraprastha Institute of Information Technology,India,Delhi
115268243,Burnet Institute Myanmar,Burnet Institute Myanmar,Myanmar,Yangon
128934379,Institute for Health Sciences Research (CNRST/IRSS),Institute for Health Sciences Research (CNRST/IRSS),Burkina Faso,Nanoro
128934771,People’s Health Movement,People’s Health Movement,Benin,Abomey-Calavi
117954562,Fundacion Octaedro,Fundacion Octaedro,Ecuador,Quito
128478841,Khesar Gyalpo University of Medical Sciences of Bhutan,Khesar Gyalpo University of Medical Sciences of Bhutan,Bhutan,Thimphu
60006739,Mälardalens University,Mälardalens University,Sweden,Mälardalens
60011373,Technical University of Denmark,Technical University of Denmark,Denmark,Kongens Lyngby
60033182,University of Michigan Medical School,University of Michigan Medical School,United States,Ann Arbor
60073757,Bruegel Free University of Brussels,Bruegel Free University of Brussels,Belgium,Brussels
60030480,University of Bath,University of Bath,United Kingdom,Bath
126586372,African Forum for Research and Education in Health,African Forum for Research and Education in Health,Ghana,Kumasi
60251100,National Centre for Infectious Diseases,National Centre for Infectious Diseases,Singapore,Singapore
128934663,Gobierna Consulting Firm,Gobierna Consulting Firm,Peru,Lima
60015591,Odense University Hospital,"Department of Infectious Diseases, Odense University Hospital",Denmark,Odense
60094571,Lovely Professional University,"Department of Mathematics, Lovely Professional University",India,Phagwara
60105222,Prince Sattam Bin Abdulaziz University,"College of Computer Science and Engineering, Prince Sattam Bin Abdulaziz University",Saudi Arabia,Alkharj
60117095,Symbiosis International University,"Symbiosis Centre for Applied Artificial Intelligence, Symbiosis International University",India,Pune
125540297,Thailand National Sports University Lampang Campus,"Faculty of Sport and Health Sciences, Thailand National Sports University Lampang Campus",Thailand,Lampang
126945033,Department of Livestock Development,"Semen Quality Control and Research Section, Bureau of Biotechnology in Livestock Production, Department of Livestock Development",Thailand,Muang
126944913,Department of Livestock Development,"Swine Research and Development Centre, Department of Livestock Development",Thailand,Nakhon Ratchasima
60097308,Rockville Center for Vaccines Research,"GSK, Rockville Center for Vaccines Research",United States,Rockville
60018741,SUNY Upstate Medical University,"Department of Pediatrics, SUNY Upstate Medical University",United States,Syracuse
106998742,International Centre for Diarrheal Disease,International Centre for Diarrheal Disease,Bangladesh,Dhaka
127299553,DEMEDICA,DEMEDICA,Honduras,San Pedro Sula
110915256,Instituto Medico Rio Cuarto,Instituto Medico Rio Cuarto,Argentina,Rio Cuarto
117854090,Tecnologia en Investigacion,Tecnologia en Investigacion,Honduras,San Pedro Sula
60111469,GSK,GSK,India,Mumbai
60111446,GSK,GSK,Belgium,Wavre
60017457,Kaiser Permanente Vaccine Study Center,Kaiser Permanente Vaccine Study Center,United States,Oakland
100724997,Wee Care Pediatrics,Wee Care Pediatrics,United States,Syracuse
60011170,University of Tampere,"Vaccine Research Center, University of Tampere",Finland,Tampere
60071082,University of Peradeniya,"Department of Electrical and Electronic Engineering, University of Peradeniya",Sri Lanka,Kandy
60264867,Balochistan University of Engineering and Technology,"Department of Electrical Engineering, Balochistan University of Engineering and Technology",Pakistan,Khuzdar
60032477,Affiliated Hospital of Jining Medical University,Affiliated Hospital of Jining Medical University,China,NA
60122359,Third Affiliated Hospital of Sun Yat-Sen University,Third Affiliated Hospital of Sun Yat-Sen University,China,Guangzhou
60013156,and Guangzhou Medical University,"Guangzhou Institute of Pediatrics, Guangdong Provincial Key Laboratory of Research in Structural Birth Defect Disease, Guangzhou Women and Children's Medical Center, and Guangzhou Medical University",China,Guangzhou
125781648,Sunpasithiprasong Hospital,"Division of Neurology, Department of Medicine, Sunpasithiprasong Hospital",Thailand,Ubon Ratchathani
60010269,Medical Research Council Laboratory of Molecular Biology,Medical Research Council Laboratory of Molecular Biology,United Kingdom,Cambridge
60019905,St. Jude Children's Research Hospital,"Department of Structural Biology and Center of Excellence for Data Driven Discovery, St. Jude Children's Research Hospital",United States,Memphis
60025286,The George Washington University,"Department of Biochemistry and Molecular Medicine, School of Medicine and Health Sciences, The George Washington University",United States,Washington
60097223,Department of Chemistry,"National Institute of Technology Silchar, Department of Chemistry",India,Silchar
60103561,National Institute Technology,"National Institute of Technology Durgapur, Department of Chemical Engineering, National Institute Technology",India,Durgapur
60024728,Department of Business and Information Technology,"Missouri University of Science and Technology, Department of Business and Information Technology",United States,Rolla
105831765,Electric Generation Authority of Thailand,"Medical and Health Division, Electric Generation Authority of Thailand",Thailand,Nonthaburi
128656605,Shankarrao Mohite Mahavidyalya,Shankarrao Mohite Mahavidyalya,India,Akluj
60104583,D. Y. Patil Education Society (Deemed to be University),"Centre for Interdisciplinary Research, D. Y. Patil Education Society (Deemed to be University)",India,Kolhapur
113205084,University of Alabama,"Department of Economics, Finance, and Legal Studies, University of Alabama",United States,NA
60070791,American University of Sharjah,"Department of Economics, American University of Sharjah",United Arab Emirates,NA
127622148,Ltd,"Baiya Phytopharm Co., Ltd",Thailand,Bangkok
60002978,VTU-Research Centre Affiliated to Visvesvaraya Technological University,VTU-Research Centre Affiliated to Visvesvaraya Technological University,India,Belagavi
60012959,Periyar University,"Department of Chemistry, Periyar University",India,Salem
60069392,Universitas Brawijaya,"Department of Nursing, Faculty of Health Science, Universitas Brawijaya",Indonesia,"Malang, Jawa Timur"
128855355,Sekolah Tinggi Ilmu Kesehatan Yogyakarta,"Department of Nursing, Faculty of Health and Medicine, Sekolah Tinggi Ilmu Kesehatan Yogyakarta",Indonesia,"Yogyakarta, Yogyakarta"
128395670,Sekolah Tinggi Ilmu Kesehatan Harapan Ibu Jambi,"Department of Pharmacy, Sekolah Tinggi Ilmu Kesehatan Harapan Ibu Jambi",Indonesia,"Jambi, Jambi"
128855215,Sekolah Tinggi Keperawatan PPNI Jabar,"Department of Nursing, Faculty of Health and Medicine, Sekolah Tinggi Keperawatan PPNI Jabar",Indonesia,"Bandung, Jawa Barat"
120334648,Institut Ilmu Kesehatan Bhakti Wiyata Kediri,"Department of Nursing, Faculty of Health, Institut Ilmu Kesehatan Bhakti Wiyata Kediri",Indonesia,"Kediri, Jawa Timur"
116351042,King Narai Hospital,King Narai Hospital,Thailand,NA
60029190,United Nations University,"Institute for the Advanced Study of Sustainability, United Nations University",Japan,Tokyo
60199562,Mae Fah Luang University,"Department of Pathology, School of Medicine, Mae Fah Luang University",Thailand,Chiang Rai
